employee_id,department,job_role,location,checkout_count,total_checkout_hours,avg_checkout_duration_hours,most_frequently_borrowed_device
EMP0136,Engineering,Analyst,College Station,22,5997.114317457958,272.5961053389981,DEV0142
EMP0164,Engineering,Researcher,Austin,22,5027.864438999081,228.53929268177643,DEV0014
EMP0399,Operations,Engineer,Dallas,22,6248.685414292258,284.03115519510266,DEV0124
EMP0401,Engineering,Manager,College Station,22,5352.916579492627,243.31438997693758,DEV0002
EMP0150,Finance,Researcher,Houston,22,3410.9776392681338,155.04443814855154,DEV0113
EMP0331,Engineering,Coordinator,Houston,22,5363.662119428024,243.80282361036473,DEV0111
EMP0286,HR,Manager,Dallas,22,5823.583609846099,264.7083459020954,DEV0135
EMP0093,Marketing,Engineer,College Station,22,8182.209524336062,371.91861474254824,DEV0211
EMP0274,Marketing,Manager,Dallas,22,4363.107518939045,198.32306904268387,DEV0163
EMP0383,Finance,Researcher,Houston,22,5045.529302611803,229.34224102780925,DEV0183
EMP0394,Finance,Coordinator,College Station,22,3981.1785173625676,180.96265988011672,DEV0131
EMP0027,Marketing,Researcher,Houston,22,4102.914011502554,186.49609143193427,DEV0103
EMP0025,Research,Analyst,Austin,22,3870.23991727239,175.9199962396541,DEV0116
EMP0087,Engineering,Analyst,Austin,22,4733.175794476551,215.1443542943887,DEV0003
EMP0118,Marketing,Analyst,Dallas,22,3560.1272112501247,161.82396414773294,DEV0001
EMP0250,HR,Manager,Houston,22,3468.0618060022957,157.63917300010436,DEV0023
EMP0198,Research,Researcher,Dallas,22,3644.738791029444,165.66994504679292,DEV0193
EMP0149,Research,Analyst,College Station,22,4071.578278419354,185.07173992815245,DEV0011
EMP0344,Engineering,Engineer,Houston,22,4136.799573368147,188.0363442440067,DEV0026
EMP0060,Marketing,Engineer,College Station,22,5150.208781125011,234.10039914204597,DEV0111
EMP0059,Operations,Researcher,Austin,22,4054.459784120233,184.2936265509197,DEV0101
EMP0106,Research,Analyst,Dallas,22,4303.369292396458,195.6076951089299,DEV0041
EMP0070,Finance,Researcher,Dallas,22,4252.76702419192,193.30759200872365,DEV0012
EMP0260,Marketing,Manager,Houston,22,3937.5622160302146,178.9801007286461,DEV0253
EMP0006,Operations,Engineer,Dallas,21,4258.770170668166,202.798579555627,DEV0135
EMP0075,Operations,Manager,College Station,21,3932.771576552542,187.27483697869246,DEV0192
EMP0016,Marketing,Researcher,Austin,21,6351.4572182373,302.45034372558575,DEV0171
EMP0107,Marketing,Engineer,College Station,21,4331.650185423031,206.26905644871576,DEV0211
EMP0154,Research,Researcher,Austin,21,5109.878579986291,243.32755142791862,DEV0154
EMP0379,Finance,Coordinator,Houston,21,4074.6938817193127,194.03304198663395,DEV0234
EMP0380,Engineering,Engineer,College Station,21,4838.427473551832,230.40130826437294,DEV0256
EMP0158,Research,Coordinator,Houston,21,4132.036924898615,196.76366309041026,DEV0163
EMP0026,Engineering,Analyst,College Station,21,4359.794074477021,207.6092416417629,DEV0182
EMP0012,Operations,Manager,Dallas,21,5239.613226856755,249.5053917550836,DEV0031
EMP0103,Marketing,Manager,Austin,21,4801.354965741272,228.6359507495844,DEV0161
EMP0134,Operations,Engineer,Dallas,21,3906.543306565658,186.0258717412218,DEV0115
EMP0193,Engineering,Engineer,Austin,21,3827.5481484616516,182.26419754579294,DEV0024
EMP0192,Research,Analyst,Dallas,21,4162.650651206279,198.22145958125137,DEV0176
EMP0310,Marketing,Researcher,College Station,21,6313.570670999492,300.6462224285472,DEV0002
EMP0308,Engineering,Analyst,College Station,21,4072.3349604147406,193.92071240070194,DEV0073
EMP0223,Operations,Coordinator,Houston,21,4523.061149944784,215.38386428308496,DEV0234
EMP0324,Research,Engineer,College Station,21,3283.7364455057864,156.36840216694222,DEV0260
EMP0229,Finance,Researcher,College Station,21,3546.5901391323596,168.88524472058856,DEV0011
EMP0217,Operations,Analyst,Houston,21,3503.3377872066435,166.82560891460207,DEV0001
EMP0089,Finance,Engineer,Houston,21,2550.2431194017313,121.44014854293958,DEV0183
EMP0280,Engineering,Manager,Houston,21,3712.327032912761,176.77747775775052,DEV0004
EMP0278,Research,Manager,Austin,21,4764.96398609998,226.9030469571419,DEV0019
EMP0393,Research,Researcher,Dallas,21,4897.1234085608485,233.19635278861182,DEV0007
EMP0023,Engineering,Analyst,Houston,21,4971.624196589535,236.74400936140643,DEV0009
EMP0294,Operations,Engineer,Houston,21,4137.260407665452,197.0124003650215,DEV0211
EMP0288,Engineering,Manager,College Station,21,3845.0238805884997,183.09637526611903,DEV0001
EMP0084,Engineering,Coordinator,Dallas,21,6983.435644118945,332.5445544818545,DEV0031
EMP0086,Engineering,Manager,Austin,21,3952.0331924864086,188.19205678506708,DEV0001
EMP0184,Engineering,Coordinator,Austin,21,3295.923280069093,156.94872762233777,DEV0016
EMP0173,Marketing,Researcher,Houston,21,2688.51481353451,128.02451493021476,DEV0192
EMP0175,Operations,Engineer,Austin,21,5062.645856998548,241.078374142788,DEV0063
EMP0196,Operations,Engineer,Austin,21,4793.634260013472,228.26829809587963,DEV0032
EMP0397,Engineering,Manager,Austin,21,4901.278332503424,233.39420630968687,DEV0012
EMP0168,Research,Coordinator,Dallas,21,3979.312379871376,189.49106570816076,DEV0122
EMP0326,Finance,Coordinator,Dallas,21,5211.5160183035405,248.16742944302572,DEV0144
EMP0157,Research,Researcher,Dallas,20,3624.5536683170585,181.22768341585294,DEV0150
EMP0304,Engineering,Researcher,College Station,20,4748.417815226783,237.42089076133917,DEV0073
EMP0302,Operations,Manager,College Station,20,4626.918201627268,231.3459100813634,DEV0006
EMP0071,Engineering,Analyst,Austin,20,4085.9629833723748,204.29814916861875,DEV0010
EMP0153,Marketing,Engineer,College Station,20,7594.087742666815,379.70438713334073,DEV0003
EMP0406,Engineering,Manager,Dallas,20,3557.383716554409,177.86918582772046,DEV0253
EMP0410,Finance,Engineer,Austin,20,4647.62034326014,232.381017163007,DEV0147
EMP0321,Marketing,Coordinator,Houston,20,4545.877560809724,227.2938780404862,DEV0205
EMP0356,Finance,Researcher,Dallas,20,4742.724747007602,237.1362373503801,DEV0006
EMP0194,Engineering,Analyst,Austin,20,4008.3408957381853,200.41704478690926,DEV0163
EMP0357,Operations,Coordinator,Dallas,20,4775.8696664736,238.79348332368,DEV0222
EMP0208,Marketing,Engineer,Dallas,20,5079.041657230973,253.95208286154866,DEV0195
EMP0132,Research,Researcher,College Station,20,4015.436270262711,200.77181351313556,DEV0001
EMP0088,Operations,Manager,Austin,20,3188.803857151008,159.4401928575504,DEV0012
EMP0090,Research,Analyst,Austin,20,3298.157753560012,164.9078876780006,DEV0031
EMP0418,Research,Engineer,Houston,20,6148.812108712994,307.4406054356497,DEV0131
EMP0276,Research,Manager,Austin,20,4210.579081149864,210.5289540574932,DEV0026
EMP0110,Research,Researcher,Austin,20,2975.527116937682,148.7763558468841,DEV0011
EMP0391,Operations,Coordinator,Dallas,20,3656.3254354528617,182.8162717726431,DEV0006
EMP0015,Finance,Coordinator,College Station,20,10163.126361120103,508.15631805600515,DEV0142
EMP0266,Engineering,Analyst,Houston,20,4188.69632715678,209.434816357839,DEV0011
EMP0124,Engineering,Manager,Dallas,20,3810.08734097352,190.504367048676,DEV0005
EMP0120,Finance,Manager,College Station,20,4367.2327868574985,218.36163934287492,DEV0102
EMP0122,Marketing,Researcher,Dallas,20,3560.924014309598,178.0462007154799,DEV0212
EMP0121,Marketing,Analyst,Houston,20,4715.100147928146,235.75500739640728,DEV0006
EMP0185,Finance,Coordinator,College Station,20,3516.675625361647,175.83378126808233,DEV0007
EMP0395,Research,Analyst,Dallas,20,3066.295365015442,153.3147682507721,DEV0082
EMP0327,Engineering,Coordinator,Houston,20,2943.834931597288,147.1917465798644,DEV0006
EMP0036,Engineering,Researcher,College Station,20,5045.989750772853,252.29948753864264,DEV0031
EMP0058,Finance,Manager,Austin,20,3938.2125966115464,196.9106298305773,DEV0082
EMP0062,Marketing,Analyst,College Station,20,3295.8015307769915,164.79007653884958,DEV0021
EMP0161,Marketing,Engineer,Austin,20,7380.374760415393,369.01873802076966,DEV0013
EMP0176,Finance,Engineer,College Station,20,4216.703484758115,210.83517423790576,DEV0007
EMP0129,Finance,Researcher,College Station,20,2738.5540211616008,136.92770105808003,DEV0001
EMP0155,Operations,Coordinator,Austin,19,4867.321620421455,256.174822127445,DEV0019
EMP0420,Engineering,Engineer,Austin,19,3240.2409376081746,170.5389967162197,DEV0093
EMP0407,HR,Manager,Austin,19,4614.789326855142,242.88364878184956,DEV0063
EMP0044,Marketing,Coordinator,Dallas,19,4874.484236488795,256.55180192046294,DEV0001
EMP0038,Research,Analyst,Dallas,19,2946.7851094600896,155.0939531294784,DEV0051
EMP0182,Research,Analyst,College Station,19,3262.2140197678723,171.69547472462486,DEV0191
EMP0169,Operations,Coordinator,Houston,19,2993.6445741570446,157.56024074510762,DEV0146
EMP0231,HR,Coordinator,Dallas,19,4315.201903532987,227.11588965963088,DEV0001
EMP0236,Engineering,Engineer,College Station,19,2257.6336087401496,118.82282151263945,DEV0147
EMP0241,Engineering,Manager,Austin,19,5121.288658809809,269.541508358411,DEV0001
EMP0239,Engineering,Manager,Austin,19,2814.8360605006887,148.14926634214152,DEV0021
EMP0243,HR,Coordinator,Houston,19,3765.0153402639025,198.15870211915276,DEV0214
EMP0335,Engineering,Coordinator,College Station,19,2937.791947667862,154.62062882462433,DEV0001
EMP0325,Finance,Manager,Austin,19,3435.2894405402417,180.80470739685484,DEV0212
EMP0244,Engineering,Researcher,Austin,19,3802.2050994908295,200.1160578679384,DEV0072
EMP0214,Research,Analyst,Austin,19,3747.5980306486053,197.24200161308448,DEV0212
EMP0215,Marketing,Analyst,Austin,19,3366.6640395289555,177.19284418573451,DEV0001
EMP0057,Research,Researcher,Houston,19,3085.0918906289016,162.37325740152113,DEV0001
EMP0065,HR,Manager,Houston,19,2592.757571116967,136.46092479562984,DEV0252
EMP0205,Engineering,Researcher,Houston,19,3973.1425375160184,209.11276513242203,DEV0260
EMP0337,Operations,Engineer,Austin,19,2517.274395638186,132.48812608622032,DEV0043
EMP0042,Marketing,Manager,Austin,19,3336.1937131547975,175.58914279762092,DEV0009
EMP0191,Finance,Analyst,Dallas,19,3263.2989022601655,171.7525738031666,DEV0002
EMP0092,Operations,Manager,College Station,19,3577.384172528463,188.28337750149805,DEV0015
EMP0097,Research,Coordinator,Austin,19,4389.620564608163,231.03266129516646,DEV0233
EMP0252,HR,Analyst,College Station,19,5217.321693723026,274.5958786170014,DEV0171
EMP0259,Operations,Analyst,Austin,19,4856.316422757097,255.59560119774196,DEV0011
EMP0104,Research,Researcher,College Station,19,8892.674249008924,468.0354867899434,DEV0011
EMP0117,Research,Researcher,College Station,19,2740.990314453189,144.2626481291152,DEV0002
EMP0300,Finance,Researcher,Austin,19,4120.061067103582,216.84531932124116,DEV0033
EMP0127,Operations,Coordinator,Houston,19,2729.8348948405705,143.67552078108267,DEV0022
EMP0098,Finance,Analyst,Houston,19,3956.639343818688,208.24417599045725,DEV0144
EMP0298,Engineering,Analyst,Houston,19,4096.247507980496,215.59197410423664,DEV0001
EMP0077,Engineering,Engineer,Houston,19,5966.046067535851,314.00242460715003,DEV0013
EMP0081,Engineering,Researcher,College Station,19,2578.1150632045683,135.69026648445097,DEV0002
EMP0279,Engineering,Researcher,Dallas,19,3854.172694283183,202.85119443595698,DEV0003
EMP0295,HR,Coordinator,Dallas,19,3022.6687279611815,159.0878277874306,DEV0153
EMP0297,Finance,Coordinator,Dallas,19,3395.4317861079317,178.70693611094376,DEV0003
EMP0385,Operations,Engineer,Dallas,19,4919.1821830667295,258.9043254245647,DEV0253
EMP0033,Finance,Coordinator,College Station,18,3688.282336426262,204.90457424590346,DEV0131
EMP0022,Research,Engineer,Dallas,18,2078.772116644576,115.48733981358754,DEV0023
EMP0402,Operations,Coordinator,Houston,18,3430.1169500006727,190.56205277781515,DEV0011
EMP0270,Finance,Analyst,College Station,18,3768.5625158716884,209.3645842150938,DEV0025
EMP0245,Operations,Researcher,College Station,18,2940.750714400574,163.37503968892077,DEV0002
EMP0290,Operations,Analyst,College Station,18,3152.0235732571286,175.11242073650715,DEV0062
EMP0080,Operations,Coordinator,Dallas,18,3053.1160437080594,169.61755798378107,DEV0002
EMP0116,Marketing,Researcher,Austin,18,5711.5478930391355,317.308216279952,DEV0113
EMP0285,Marketing,Manager,College Station,18,2986.762805582708,165.9312669768171,DEV0062
EMP0374,Marketing,Coordinator,Dallas,18,4991.233311567774,277.290739531543,DEV0015
EMP0189,HR,Researcher,College Station,18,5073.4122614725475,281.8562367484749,DEV0231
EMP0190,Engineering,Coordinator,Austin,18,2969.0686068476966,164.94825593598316,DEV0039
EMP0210,Marketing,Analyst,Dallas,18,3717.240509389137,206.51336163272984,DEV0003
EMP0339,Research,Analyst,Austin,18,2465.7481492600796,136.98600829222664,DEV0001
