device_id,device_type,manufacturer,model,purchase_date,purchase_cost,department_owner,location,status,checkout_count,unique_employees,total_checkout_hours,avg_checkout_duration_hours,median_checkout_duration_hours,turnaround_count,avg_turnaround_hours,median_turnaround_hours,borrowing_frequency_per_month,utilization_rate,utilization_segment
DEV0059,Camera,Sony,Alpha ZV-E10,2025-04-29,912,Engineering,Dallas,Available,11,11,765.9155771305144,69.62868883004677,69.8525703219075,9,1885.5726698258247,1363.6807630114258,0.2972972972972973,0.02904979909227959,Underutilized
DEV0018,Camera,Canon,EOS R50,2022-07-01,838,Operations,Dallas,Available,9,9,775.0528166413578,86.11697962681754,59.848694251103886,8,1789.0478917424443,739.125606811425,0.24324324324324326,0.029396358138698894,Underutilized
DEV0050,Projector,Epson,PowerLite,2023-01-14,778,Research,College Station,Available,16,16,786.4704468774744,49.15440292984215,36.49547220614973,15,1469.4037219837155,1172.8931430577297,0.43243243243243246,0.029829408300326044,Underutilized
DEV0228,Camera,Canon,EOS R50,2024-08-18,918,Engineering,Houston,Available,12,12,796.8466635235009,66.4038886269584,53.09908486712139,11,1545.1770785755982,1548.6156053451027,0.32432432432432434,0.03022295951916184,Underutilized
DEV0239,Camera,Sony,Alpha ZV-E10,2025-05-10,783,Engineering,Dallas,Available,9,9,809.1168683777847,89.9018742641983,84.1848097814636,7,2744.1439495181335,2087.39955590532,0.24324324324324326,0.030688346301310183,Underutilized
DEV0149,Camera,Sony,Alpha ZV-E10,2022-11-08,722,Operations,Houston,Maintenance,8,8,811.7473904141891,101.46842380177364,80.61501224792889,7,2898.515815320044,2764.3004711429894,0.21621621621621623,0.030788117266867056,Underutilized
DEV0030,Projector,Epson,PowerLite,2025-03-27,757,HR,College Station,Checked Out,14,14,816.2802861911453,58.30573472793895,46.02811800204597,13,1606.3837047591514,1366.6167926110759,0.3783783783783784,0.030960041843881344,Underutilized
DEV0159,Camera,Sony,Alpha ZV-E10,2025-07-18,663,Operations,Austin,Available,13,13,816.3262005985158,62.79432312296275,46.03386946323666,12,1690.14683946758,1136.2699533009916,0.35135135135135137,0.030961783294700968,Underutilized
DEV0209,Camera,Sony,Alpha ZV-E10,2025-03-13,761,HR,College Station,Available,9,9,838.8700207164022,93.20778007960024,119.81057968590584,8,2448.6687929538566,2332.2085292621296,0.24324324324324326,0.031816829809945685,Underutilized
DEV0218,Camera,Canon,EOS R50,2022-01-13,958,Engineering,Austin,Available,10,10,843.5747012576614,84.35747012576614,65.13647859926736,9,2065.257805205896,1845.2237335779528,0.2702702702702703,0.03199526987383493,Underutilized
DEV0078,Camera,Canon,EOS R50,2022-01-28,916,HR,Austin,Available,12,12,843.9447643541208,70.3287303628434,59.78082885632361,11,1964.73412629481,1122.9289898043353,0.32432432432432434,0.03200930570092163,Underutilized
DEV0080,Projector,Epson,PowerLite,2023-02-18,780,HR,College Station,Available,19,19,848.825503117967,44.675026479893,40.368580681055,17,1003.5519749902572,777.0541047642491,0.5135135135135135,0.03219442333626575,Underutilized
DEV0058,Camera,Canon,EOS R50,2023-02-08,872,Marketing,Houston,Available,11,11,850.7236255056861,77.33851140960782,72.5008619764614,10,1540.951137994717,712.7295481803004,0.2972972972972973,0.03226641570156322,Underutilized
DEV0248,Camera,Canon,EOS R50,2024-08-24,1037,Research,Dallas,Available,13,13,866.1681475467852,66.6283190420604,73.40764376924417,12,1604.0116246852049,983.058873436983,0.35135135135135137,0.032852198620421075,Underutilized
DEV0219,Camera,Sony,Alpha ZV-E10,2023-09-11,897,Finance,Austin,Checked Out,14,13,870.8938784120203,62.20670560085859,48.73172126054334,13,1291.2607058927922,897.1897802491709,0.3783783783783784,0.03303143708520538,Underutilized
DEV0049,Camera,Sony,Alpha ZV-E10,2025-06-06,881,Finance,Houston,Available,13,13,878.9129193258668,67.60868610198976,86.93635962653944,12,1630.402556388717,955.5310805165093,0.35135135135135137,0.03333558487174442,Underutilized
DEV0139,Camera,Sony,Alpha ZV-E10,2023-09-13,892,Marketing,Austin,Available,14,13,879.1222805507014,62.794448610764384,51.06925196513889,12,1538.9703045707668,1416.309497495819,0.3783783783783784,0.033343525566124785,Underutilized
DEV0138,Camera,Canon,EOS R50,2022-10-10,820,Research,Austin,Available,13,13,898.8164422836617,69.13972632951244,49.93426659630444,11,1644.6649820289363,1591.966345937782,0.35135135135135137,0.034090489668587305,Underutilized
DEV0180,Projector,Epson,PowerLite,2022-02-18,813,Marketing,Austin,Available,21,21,978.3947817153414,46.590227700730544,32.76913839905778,19,969.834925360358,1003.2508138965625,0.5675675675675675,0.037108752831804835,Underutilized
DEV0068,Camera,Canon,EOS R50,2025-04-27,795,Operations,College Station,Available,13,12,997.0239551115269,76.69415039319438,75.29486833009639,11,1731.0421116076132,860.0495777087636,0.35135135135135137,0.03781532384377188,Underutilized
DEV0170,Projector,Epson,PowerLite,2024-04-03,863,Research,Dallas,Checked Out,26,26,1004.6706088206661,38.64117726233331,28.999579163216943,25,879.8083867680731,487.3076327974925,0.7027027027027027,0.03810534765398207,Underutilized
DEV0060,Projector,Epson,PowerLite,2022-06-21,653,Finance,Houston,Available,17,17,1047.3435044420962,61.60844143777037,31.499089679386667,16,1060.341260300673,540.1310016346364,0.4594594594594595,0.039723853768105825,Underutilized
DEV0160,Projector,Epson,PowerLite,2022-04-20,729,Research,Houston,Available,24,22,1059.2505586140242,44.135439942251004,31.27813876578361,22,957.6342107694313,713.6497821200519,0.6486486486486487,0.04017546689859116,Underutilized
DEV0169,Camera,Sony,Alpha ZV-E10,2023-06-25,761,Finance,Houston,Maintenance,14,14,1063.5381264171067,75.96700902979333,52.02030846677083,12,1738.5803765151966,1082.7941934711798,0.3783783783783784,0.04033808662717889,Underutilized
DEV0038,Camera,Canon,EOS R50,2022-05-15,854,Finance,College Station,Available,16,16,1065.768635032306,66.61053968951913,57.07500245305472,15,1264.8826916861383,1409.50310511031,0.43243243243243246,0.040422685803745965,Underutilized
DEV0148,Camera,Canon,EOS R50,2022-01-20,793,Marketing,Dallas,Available,13,13,1066.4674947234714,82.03596113257473,63.763825407511945,10,2033.5893215928331,2002.081423601513,0.35135135135135137,0.04044919229379296,Underutilized
DEV0168,Camera,Canon,EOS R50,2025-04-20,913,Engineering,Houston,Available,15,14,1200.219943526451,80.0146629017634,62.26240220156972,12,1593.4038528676226,1050.7816890628064,0.40540540540540543,0.04552218190497679,Underutilized
DEV0028,Camera,Canon,EOS R50,2023-05-11,895,Operations,Dallas,Available,18,17,1221.617376779997,67.86763204333316,56.272427257825825,17,1234.7657653808399,807.3042303421995,0.4864864864864865,0.04633374803010346,Underutilized
DEV0129,Camera,Sony,Alpha ZV-E10,2022-10-12,700,Research,Dallas,Available,19,19,1228.537536347322,64.65987033406958,56.67539413555278,16,1325.1118162812868,628.7183155500189,0.5135135135135135,0.04659621722529918,Underutilized
DEV0048,Camera,Canon,EOS R50,2022-02-18,1053,Finance,College Station,Checked Out,14,14,1250.341241956926,89.310088711209,70.91023277562347,12,1698.9192312600042,1400.3612134534083,0.3783783783783784,0.04742319252954773,Underutilized
DEV0109,Camera,Sony,Alpha ZV-E10,2022-06-16,772,HR,College Station,Checked Out,11,11,1277.4217597264958,116.12925088422689,57.42280558702889,9,2022.2229026636414,2226.909030062284,0.2972972972972973,0.04845030782007126,Underutilized
DEV0029,Camera,Sony,Alpha ZV-E10,2023-03-22,755,Engineering,Dallas,Available,14,13,1279.6420801068273,91.40300572191623,69.02945685462153,13,1236.6444504202204,1228.3425905941397,0.3783783783783784,0.04853452057522996,Underutilized
