device_id,device_type,manufacturer,model,purchase_date,purchase_cost,department_owner,location,status,checkout_count,unique_employees,total_checkout_hours,avg_checkout_duration_hours,median_checkout_duration_hours,turnaround_count,avg_turnaround_hours,median_turnaround_hours,borrowing_frequency_per_month,utilization_rate,utilization_segment
DEV0053,Laptop,Lenovo,ThinkPad T14,2022-05-31,1380,Operations,Austin,Available,50,46,8821.567907183133,176.43135814366266,152.01725625656348,31,507.43377881235534,332.8424542842703,1.3513513513513513,0.33458619074266854,Moderately Utilized
DEV0054,Monitor,Dell,P2425H,2024-09-30,304,Research,Austin,Available,31,28,11214.052614555718,361.7436327276038,267.0685051604378,20,721.692381473609,445.1131465220378,0.8378378378378378,0.4253288289077123,Moderately Utilized
DEV0055,Monitor,LG,27UP850,2023-05-09,379,Finance,College Station,Available,36,31,9383.710875487637,260.65863543021214,204.1753055072864,22,717.6620574989292,587.1891486630567,0.972972972972973,0.3559072615995429,Moderately Utilized
DEV0056,Tablet,Apple,iPad Air,2022-11-10,739,Research,Austin,Available,26,26,2699.790543812639,103.83809783894766,75.13141418563751,22,901.7337567822476,616.912957756455,0.7027027027027027,0.10239819535048963,Moderately Utilized
DEV0057,Tablet,Samsung,Galaxy Tab S9,2023-04-23,657,Operations,Dallas,Checked Out,21,19,2544.023814952392,121.14399118820914,58.398455651158606,18,1031.1276054882157,689.9867977583631,0.5675675675675675,0.09649024372531895,Moderately Utilized
DEV0058,Camera,Canon,EOS R50,2023-02-08,872,Marketing,Houston,Available,11,11,850.7236255056861,77.33851140960782,72.5008619764614,10,1540.951137994717,712.7295481803004,0.2972972972972973,0.03226641570156322,Underutilized
DEV0059,Camera,Sony,Alpha ZV-E10,2025-04-29,912,Engineering,Dallas,Available,11,11,765.9155771305144,69.62868883004677,69.8525703219075,9,1885.5726698258247,1363.6807630114258,0.2972972972972973,0.02904979909227959,Underutilized
DEV0060,Projector,Epson,PowerLite,2022-06-21,653,Finance,Houston,Available,17,17,1047.3435044420962,61.60844143777037,31.499089679386667,16,1060.341260300673,540.1310016346364,0.4594594594594595,0.039723853768105825,Underutilized
DEV0061,Laptop,Dell,Latitude 5440,2024-09-23,1256,Operations,College Station,Available,55,51,10648.28093540037,193.60510791637034,152.81485486293832,31,486.28961579890273,395.6319715014544,1.4864864864864864,0.4038701275804198,Moderately Utilized
DEV0062,Laptop,Apple,MacBook Air M3,2024-11-11,1386,HR,Austin,Available,58,56,13531.590862453684,233.30329073196006,164.73830969218085,30,442.2742920423494,297.8040676310865,1.5675675675675675,0.5132288827783197,Highly Utilized
DEV0063,Laptop,Lenovo,ThinkPad T14,2024-01-08,1202,Research,College Station,Available,58,54,11911.800422021792,205.3758693452033,122.06831011876055,38,350.0122688532389,301.3573459428858,1.5675675675675675,0.4517931472075267,Moderately Utilized
DEV0064,Monitor,Dell,P2425H,2023-01-27,292,Finance,College Station,Available,33,33,12247.793596024108,371.14526048557906,293.3510115031936,15,810.2982543039946,512.6958960921634,0.8918918918918919,0.46453676346574707,Moderately Utilized
DEV0065,Monitor,LG,27UP850,2025-06-02,413,Research,Houston,Available,30,29,10339.615136941185,344.6538378980395,250.63935480927694,18,843.5242718504869,584.8127305078149,0.8108108108108109,0.39216298948369793,Moderately Utilized
DEV0066,Tablet,Apple,iPad Air,2023-12-23,594,HR,Austin,Available,26,26,3767.9022090613316,144.91931573312814,142.53172802122737,22,858.9945267755437,825.3089767777583,0.7027027027027027,0.14290974807258208,Moderately Utilized
DEV0067,Tablet,Samsung,Galaxy Tab S9,2022-01-09,828,Research,Austin,Checked Out,25,25,4107.152017826169,164.28608071304677,118.92999979709249,20,926.2517348441528,646.5468796138748,0.6756756756756757,0.15577688262497605,Moderately Utilized
DEV0068,Camera,Canon,EOS R50,2025-04-27,795,Operations,College Station,Available,13,12,997.0239551115269,76.69415039319438,75.29486833009639,11,1731.0421116076132,860.0495777087636,0.35135135135135137,0.03781532384377188,Underutilized
DEV0069,Camera,Sony,Alpha ZV-E10,2024-05-12,773,Engineering,Dallas,Available,15,15,727.1105519999653,48.474036799997684,43.765099231404164,14,1439.7744862592901,1114.0010868073382,0.40540540540540543,0.027577994343201847,Underutilized
DEV0070,Projector,Epson,PowerLite,2024-11-01,770,HR,Houston,Checked Out,15,15,642.5447920554839,42.83631947036559,34.82142692416,13,1343.648767637073,1005.9631919891226,0.40540540540540543,0.024370567297943416,Underutilized
DEV0071,Laptop,Dell,Latitude 5440,2024-09-06,1293,Operations,Austin,Available,54,51,10809.160520689178,200.1696392720218,173.78470298392472,32,463.1797029789351,377.8510617342872,1.4594594594594594,0.4099720006461151,Moderately Utilized
DEV0072,Laptop,Apple,MacBook Air M3,2023-05-02,1539,Research,College Station,Available,60,56,11307.202924874016,188.4533820812336,182.76807105720502,39,311.6919110660361,236.7962287080514,1.6216216216216217,0.42886185249533537,Moderately Utilized
DEV0073,Laptop,Lenovo,ThinkPad T14,2023-11-22,1122,Finance,College Station,Checked Out,60,52,12377.896580218392,206.2982763369732,168.22522129116248,33,399.2218404861075,227.75691371658058,1.6216216216216217,0.469471335453837,Highly Utilized
DEV0074,Monitor,Dell,P2425H,2024-08-27,345,Research,Austin,Available,31,31,8822.04707592436,284.58216373949546,251.46618151613222,19,788.0020242748927,558.2772894650305,0.8378378378378378,0.3346043647504568,Moderately Utilized
DEV0075,Monitor,LG,27UP850,2023-04-11,478,Engineering,Dallas,Available,30,30,10067.790306757986,335.5930102252662,296.87865456302177,18,746.943013343739,402.0010574465264,0.8108108108108109,0.3818531629951196,Moderately Utilized
DEV0076,Tablet,Apple,iPad Air,2023-02-08,690,Operations,Austin,Available,25,25,3993.753979675302,159.7501591870121,122.32154939345666,19,1008.2260140660866,654.2043686478054,0.6756756756756757,0.15147589916922372,Moderately Utilized
DEV0077,Tablet,Samsung,Galaxy Tab S9,2024-01-21,641,Engineering,Houston,Available,28,26,4578.9307779064875,163.53324206808884,110.34950099694959,23,806.8632446418254,640.4118969034503,0.7567567567567568,0.17367060173130863,Moderately Utilized
DEV0078,Camera,Canon,EOS R50,2022-01-28,916,HR,Austin,Available,12,12,843.9447643541208,70.3287303628434,59.78082885632361,11,1964.73412629481,1122.9289898043353,0.32432432432432434,0.03200930570092163,Underutilized
DEV0079,Camera,Sony,Alpha ZV-E10,2023-11-02,830,HR,College Station,Available,17,17,1492.1622936222768,87.77425256601629,70.35857511696472,16,1222.7093635847634,1176.1036760441189,0.4594594594594595,0.05659502970967227,Moderately Utilized
DEV0080,Projector,Epson,PowerLite,2023-02-18,780,HR,College Station,Available,19,19,848.825503117967,44.675026479893,40.368580681055,17,1003.5519749902572,777.0541047642491,0.5135135135135135,0.03219442333626575,Underutilized
DEV0081,Laptop,Dell,Latitude 5440,2023-10-04,1653,Finance,Austin,Available,63,62,13648.82215308469,216.64797068388395,185.22395581429555,36,358.54213960588663,221.1833485108046,1.7027027027027026,0.5176752546002875,Highly Utilized
DEV0082,Laptop,Apple,MacBook Air M3,2022-11-21,1597,Finance,Austin,Available,57,52,12856.182433743126,225.5470602411075,157.68710121473444,37,342.5254627715441,218.2772715868586,1.5405405405405406,0.4876118569008964,Highly Utilized
DEV0083,Laptop,Lenovo,ThinkPad T14,2025-04-18,1139,Operations,Austin,Available,51,49,10351.652659015706,202.97358154932758,127.89090596772,28,520.9017953799886,272.9206559044463,1.3783783783783783,0.39261955102686935,Moderately Utilized
DEV0084,Monitor,Dell,P2425H,2024-12-19,290,HR,Austin,Checked Out,30,30,13087.300811182005,436.2433603727335,235.33447492107234,17,682.2439865940256,451.3060465456114,0.8108108108108109,0.49637776091382524,Highly Utilized
DEV0085,Monitor,LG,27UP850,2024-11-06,383,Research,Dallas,Checked Out,29,29,10874.514660915802,374.9832641695104,342.8463131813783,17,730.423682206311,404.2984736248739,0.7837837837837838,0.4124507655389051,Moderately Utilized
DEV0086,Tablet,Apple,iPad Air,2024-11-08,652,Operations,College Station,Available,29,29,4601.565692398737,158.67467904823232,114.28008274832055,25,712.1511324935898,575.2282332807966,0.7837837837837838,0.17452910329219115,Moderately Utilized
DEV0087,Tablet,Samsung,Galaxy Tab S9,2024-12-09,728,Operations,College Station,Available,19,18,2977.425284560246,156.70659392422348,171.26471027183806,17,1095.269315001995,491.89458363686697,0.5135135135135135,0.11292838128817656,Moderately Utilized
DEV0088,Camera,Canon,EOS R50,2025-01-19,883,HR,Houston,Available,11,11,704.6980002344873,64.06345456677157,50.901225576570006,10,1360.0854980907316,957.485718286112,0.2972972972972973,0.02672792660026377,Underutilized
DEV0089,Camera,Sony,Alpha ZV-E10,2022-03-21,705,Engineering,Austin,Available,8,8,486.51758883566276,60.814698604457845,57.839212539568194,7,2370.457078085484,1902.6553770215814,0.21621621621621623,0.018452736349202026,Underutilized
DEV0090,Projector,Epson,PowerLite,2023-06-26,685,Operations,Dallas,Available,12,12,654.0579589355386,54.504829911294884,39.311113493638885,10,1729.907872846882,1281.305251786662,0.32432432432432434,0.024807240992496683,Underutilized
DEV0091,Laptop,Dell,Latitude 5440,2023-07-19,1237,Marketing,Austin,Checked Out,60,60,14276.646090246788,237.94410150411312,180.8664211839178,32,429.5852216048931,252.07264302728876,1.6216216216216217,0.5414874863715903,Highly Utilized
DEV0092,Laptop,Apple,MacBook Air M3,2023-01-21,1622,Research,Dallas,Available,66,62,12860.928932798724,194.86255958785947,168.3516680019675,40,324.57779039158345,256.6296594525072,1.7837837837837838,0.4877918830657557,Highly Utilized
DEV0093,Laptop,Lenovo,ThinkPad T14,2023-08-22,1424,Operations,Dallas,Checked Out,69,64,15388.646017385056,223.0238553244211,196.73335255697057,30,404.00954890238205,321.96897155626095,1.864864864864865,0.5836636418625388,Highly Utilized
DEV0094,Monitor,Dell,P2425H,2024-04-28,274,HR,Houston,Available,37,35,14648.710150371766,395.9110851451829,313.6299808415005,22,530.6736895499924,239.62382685178167,1.0,0.5555992064081272,Highly Utilized
DEV0095,Monitor,LG,27UP850,2022-08-18,381,HR,Houston,Checked Out,34,34,12271.937527865619,360.93933905487114,296.96511333001513,21,488.21268391405187,255.53494400501137,0.918918918918919,0.46545249933825833,Highly Utilized
DEV0096,Tablet,Apple,iPad Air,2024-06-22,653,Research,Houston,Available,27,26,4173.242904192865,154.56455200714316,118.625466706785,18,1086.9602951928728,947.3443413284818,0.7297297297297297,0.1582835909726195,Moderately Utilized
DEV0097,Tablet,Samsung,Galaxy Tab S9,2024-03-19,762,HR,Houston,Available,29,27,2691.1301994235473,92.7975930835706,84.62260553698694,26,782.0544335871466,324.32960135967693,0.7837837837837838,0.10206972407756473,Moderately Utilized
DEV0098,Camera,Canon,EOS R50,2025-05-01,816,Finance,College Station,Available,8,8,644.4189347019022,80.55236683773778,73.69235683251847,7,2904.94771641696,1303.9685310118098,0.21621621621621623,0.024441650154820017,Underutilized
DEV0099,Camera,Sony,Alpha ZV-E10,2023-08-02,775,HR,College Station,Available,16,16,1498.9987359143738,93.68742099464836,65.69340590608903,15,1316.7303731803074,987.1779721270839,0.43243243243243246,0.056854323659320645,Moderately Utilized
DEV0100,Projector,Epson,PowerLite,2025-05-14,705,Engineering,Austin,Available,14,13,633.6460085522697,45.260429182304975,42.36995331086222,13,1433.7002102850643,593.4695354412986,0.3783783783783784,0.024033052458641468,Underutilized
DEV0101,Laptop,Dell,Latitude 5440,2022-08-07,1474,Finance,Austin,Available,59,54,12692.400665663292,215.12543501124225,146.1393236249172,36,373.6925793389944,211.60720709791653,1.5945945945945945,0.4813999092662464,Highly Utilized
DEV0102,Laptop,Apple,MacBook Air M3,2024-01-15,1587,HR,College Station,Checked Out,64,61,14142.233871619008,220.972404244047,147.83256179438098,40,318.6454309723426,172.65245814250488,1.7297297297297298,0.5363894728786238,Highly Utilized
DEV0103,Laptop,Lenovo,ThinkPad T14,2023-11-05,1044,Marketing,Austin,Available,50,45,10300.46327500342,206.0092655000684,150.29953130007556,32,481.6151531057974,442.4711430483943,1.3513513513513513,0.3906780298388741,Moderately Utilized
DEV0104,Monitor,Dell,P2425H,2025-04-25,245,HR,Austin,Available,52,51,14785.502231477607,284.3365813745694,255.6765900309678,24,500.3256597746933,434.7410220538972,1.4054054054054055,0.5607874838008226,Highly Utilized
DEV0105,Monitor,LG,27UP850,2024-08-05,401,Marketing,Austin,Available,34,33,11021.07442393987,324.14924776293736,304.43929335603036,23,620.1738720825404,315.26102746476226,0.918918918918919,0.418009513523653,Moderately Utilized
DEV0106,Tablet,Apple,iPad Air,2024-05-22,662,HR,College Station,Available,33,33,3883.2844664396885,117.67528686180874,108.52582218377945,26,680.8875728141036,496.14559110514557,0.8918918918918919,0.1472859893917788,Moderately Utilized
DEV0107,Tablet,Samsung,Galaxy Tab S9,2024-10-30,712,Marketing,Dallas,Available,18,17,2241.422272072923,124.52345955960683,90.93424576817027,14,1378.063911030149,517.6655283412665,0.4864864864864865,0.08501311192628196,Moderately Utilized
DEV0108,Camera,Canon,EOS R50,2022-07-24,971,Operations,Dallas,Available,10,9,502.63909834113224,50.26390983411322,42.956234773468886,9,2080.8193765889423,1684.043738466152,0.2702702702702703,0.01906419618391741,Underutilized
DEV0109,Camera,Sony,Alpha ZV-E10,2022-06-16,772,HR,College Station,Checked Out,11,11,1277.4217597264958,116.12925088422689,57.42280558702889,9,2022.2229026636414,2226.909030062284,0.2972972972972973,0.04845030782007126,Underutilized
DEV0110,Projector,Epson,PowerLite,2025-05-01,832,Engineering,Dallas,Maintenance,18,18,627.9040487311605,34.88355826284225,27.847447003497777,16,1261.5247695661237,850.0136359529272,0.4864864864864865,0.023815270258905976,Underutilized
DEV0111,Laptop,Dell,Latitude 5440,2022-01-07,1440,HR,Dallas,Checked Out,63,58,15502.545135494494,246.07214500784912,191.77348851315443,35,335.90950552848113,284.17042499042503,1.7027027027027026,0.5879836303791103,Highly Utilized
DEV0112,Laptop,Apple,MacBook Air M3,2022-06-04,1525,Engineering,Austin,Available,64,59,13672.89694724329,213.6390148006764,197.54228135365346,35,362.91018640249706,176.08222557376277,1.7297297297297298,0.5185883682049428,Highly Utilized
DEV0113,Laptop,Lenovo,ThinkPad T14,2022-02-12,1260,HR,Austin,Checked Out,54,51,15415.999206471273,285.48146678650505,181.22464191421082,21,525.2567246351352,437.50533277421806,1.4594594594594594,0.5847010990852588,Highly Utilized
DEV0114,Monitor,Dell,P2425H,2023-08-14,252,Research,Dallas,Available,27,27,7134.073131543238,264.2249307978977,239.964295088725,21,713.6654011345493,473.76960553739775,0.7297297297297297,0.27058255161410044,Moderately Utilized
DEV0115,Monitor,LG,27UP850,2022-01-16,437,Finance,Houston,Available,44,43,12032.375276831663,273.46307447344685,214.05271160044958,20,726.8101175818335,346.04389315447565,1.1891891891891893,0.4563663343999458,Moderately Utilized
DEV0116,Tablet,Apple,iPad Air,2024-10-12,530,Engineering,College Station,Available,22,20,3318.81407047633,150.85518502165135,147.69364691012072,19,1011.8247183993393,638.3925340456752,0.5945945945945946,0.12587664339347848,Moderately Utilized
DEV0117,Tablet,Samsung,Galaxy Tab S9,2024-10-08,760,Research,Houston,Available,24,23,2199.6458052249754,91.65190855104065,79.31897799364376,22,867.0103848880891,505.878448592447,0.6486486486486487,0.08342860574184727,Moderately Utilized
DEV0118,Camera,Canon,EOS R50,2025-07-22,909,Operations,Austin,Checked Out,10,10,616.0190276007028,61.601902760070274,46.55626652801417,9,2072.629325632186,1631.2873237805159,0.2702702702702703,0.023364492802021245,Underutilized
