device_id,device_type,manufacturer,model,purchase_date,purchase_cost,department_owner,location,status,checkout_count,unique_employees,total_checkout_hours,avg_checkout_duration_hours,median_checkout_duration_hours,turnaround_count,avg_turnaround_hours,median_turnaround_hours,borrowing_frequency_per_month,utilization_rate,utilization_segment
DEV0111,Laptop,Dell,Latitude 5440,2022-01-07,1440,HR,Dallas,Checked Out,63,58,15502.545135494494,246.07214500784912,191.77348851315443,35,335.90950552848113,284.17042499042503,1.7027027027027026,0.5879836303791103,Highly Utilized
DEV0012,Laptop,Apple,MacBook Air M3,2023-09-11,1630,Research,Dallas,Checked Out,67,65,15484.86624086372,231.1174065800555,135.02369974586054,33,360.44082635748885,207.0772706906617,1.8108108108108107,0.5873131017300891,Highly Utilized
DEV0232,Laptop,Apple,MacBook Air M3,2022-06-14,1555,Marketing,Houston,Available,65,61,15472.929419251097,238.04506798847842,179.33046430152166,28,414.3521660297721,277.54310691841556,1.7567567567567568,0.5868603595741636,Highly Utilized
DEV0183,Laptop,Lenovo,ThinkPad T14,2022-05-13,1206,Operations,Dallas,Available,62,57,15438.463779858945,249.00748032030555,172.2787789293632,28,393.367138279983,285.83639874094195,1.6756756756756757,0.5855531399146809,Highly Utilized
DEV0113,Laptop,Lenovo,ThinkPad T14,2022-02-12,1260,HR,Austin,Checked Out,54,51,15415.999206471273,285.48146678650505,181.22464191421082,21,525.2567246351352,437.50533277421806,1.4594594594594594,0.5847010990852588,Highly Utilized
DEV0093,Laptop,Lenovo,ThinkPad T14,2023-08-22,1424,Operations,Dallas,Checked Out,69,64,15388.646017385056,223.0238553244211,196.73335255697057,30,404.00954890238205,321.96897155626095,1.864864864864865,0.5836636418625388,Highly Utilized
DEV0131,Laptop,Dell,Latitude 5440,2023-12-07,1330,HR,College Station,Available,57,54,15325.190399912819,268.8629894721547,195.8837409185522,27,426.6971739815751,292.83304596403025,1.5405405405405406,0.5812568845202334,Highly Utilized
DEV0244,Monitor,Dell,P2425H,2024-08-11,280,Marketing,Houston,Available,40,39,15092.84786354049,377.32119658851224,276.3110117712281,20,576.2223722650431,353.12449178602765,1.0810810810810811,0.5724445503626051,Highly Utilized
DEV0042,Laptop,Apple,MacBook Air M3,2025-05-04,1286,HR,Dallas,Available,61,56,14887.061162452626,244.05018299102667,173.786159995185,33,359.17876809451167,269.02519615778164,1.6486486486486487,0.5646394312333375,Highly Utilized
DEV0242,Laptop,Apple,MacBook Air M3,2025-06-04,1728,Research,College Station,Checked Out,59,55,14882.518735904485,252.24608026956753,203.7147009314211,34,338.3262471750996,191.75981580760333,1.5945945945945945,0.5644671451713287,Highly Utilized
DEV0211,Laptop,Dell,Latitude 5440,2023-06-24,1349,Research,Austin,Available,66,57,14802.994990447207,224.28780288556374,167.07758680868557,37,319.9208221755,258.9984389336911,1.7837837837837838,0.5614509526592839,Highly Utilized
DEV0104,Monitor,Dell,P2425H,2025-04-25,245,HR,Austin,Available,52,51,14785.502231477607,284.3365813745694,255.6765900309678,24,500.3256597746933,434.7410220538972,1.4054054054054055,0.5607874838008226,Highly Utilized
DEV0203,Laptop,Lenovo,ThinkPad T14,2022-12-14,1203,HR,Austin,Available,64,59,14660.84914567761,229.07576790121266,196.02535141877556,37,312.4955096423845,186.98602493891946,1.7297297297297298,0.5560596166482976,Highly Utilized
DEV0094,Monitor,Dell,P2425H,2024-04-28,274,HR,Houston,Available,37,35,14648.710150371766,395.9110851451829,313.6299808415005,22,530.6736895499924,239.62382685178167,1.0,0.5555992064081272,Highly Utilized
DEV0154,Monitor,Dell,P2425H,2024-12-23,259,Finance,College Station,Maintenance,46,44,14341.064088514731,311.7622627937985,238.87485110583197,20,622.6350473005332,329.2935295737747,1.2432432432432432,0.5439307450850656,Highly Utilized
DEV0091,Laptop,Dell,Latitude 5440,2023-07-19,1237,Marketing,Austin,Checked Out,60,60,14276.646090246788,237.94410150411312,180.8664211839178,32,429.5852216048931,252.07264302728876,1.6216216216216217,0.5414874863715903,Highly Utilized
DEV0022,Laptop,Apple,MacBook Air M3,2025-01-14,1436,Research,Dallas,Available,57,54,14234.451611786086,249.727221259405,153.87432463692807,30,434.4139204036745,312.98545990207367,1.5405405405405406,0.5398871257591594,Highly Utilized
DEV0011,Laptop,Dell,Latitude 5440,2024-10-31,1338,Finance,Houston,Available,66,60,14144.850092001463,214.31591048487064,177.28366322551614,35,349.72478838189585,188.59444015695112,1.7837837837837838,0.5364887014081912,Highly Utilized
DEV0144,Monitor,Dell,P2425H,2025-04-12,277,Finance,College Station,Available,47,43,14142.487325105216,300.9039856405365,233.4182086541364,28,417.279193986608,384.84094158190044,1.2702702702702702,0.5363990859131061,Highly Utilized
DEV0102,Laptop,Apple,MacBook Air M3,2024-01-15,1587,HR,College Station,Checked Out,64,61,14142.233871619008,220.972404244047,147.83256179438098,40,318.6454309723426,172.65245814250488,1.7297297297297298,0.5363894728786238,Highly Utilized
DEV0021,Laptop,Dell,Latitude 5440,2025-07-01,1330,Finance,College Station,Available,61,56,14097.629822091321,231.10868560805446,150.12916623226693,29,428.9578747024158,252.8688733920803,1.6486486486486487,0.5346977215731655,Highly Utilized
DEV0153,Laptop,Lenovo,ThinkPad T14,2023-08-30,1182,Engineering,Dallas,Maintenance,62,58,14086.819604835402,227.20676781992583,167.0210708563128,34,356.4822469772861,276.1201039540286,1.6756756756756757,0.5342877094924544,Highly Utilized
DEV0015,Monitor,LG,27UP850,2024-04-07,442,Engineering,College Station,Checked Out,35,35,14004.060340905153,400.1160097401472,229.1510674555278,20,533.902469192205,384.7927637749691,0.9459459459459459,0.5311487995890865,Highly Utilized
DEV0031,Laptop,Dell,Latitude 5440,2022-12-06,1250,HR,Houston,Available,63,56,13848.966395700509,219.8248634238176,143.3590545829336,32,419.59835156374925,295.5123929383468,1.7027027027027026,0.5252663654368742,Highly Utilized
DEV0112,Laptop,Apple,MacBook Air M3,2022-06-04,1525,Engineering,Austin,Available,64,59,13672.89694724329,213.6390148006764,197.54228135365346,35,362.91018640249706,176.08222557376277,1.7297297297297298,0.5185883682049428,Highly Utilized
DEV0081,Laptop,Dell,Latitude 5440,2023-10-04,1653,Finance,Austin,Available,63,62,13648.82215308469,216.64797068388395,185.22395581429555,36,358.54213960588663,221.1833485108046,1.7027027027027026,0.5176752546002875,Highly Utilized
DEV0051,Laptop,Dell,Latitude 5440,2023-11-25,1218,Engineering,College Station,Checked Out,76,71,13549.442976469587,178.2821444272314,142.46093587055125,41,312.7795744923972,219.04931583659584,2.054054054054054,0.5139059813268012,Highly Utilized
DEV0062,Laptop,Apple,MacBook Air M3,2024-11-11,1386,HR,Austin,Available,58,56,13531.590862453684,233.30329073196006,164.73830969218085,30,442.2742920423494,297.8040676310865,1.5675675675675675,0.5132288827783197,Highly Utilized
DEV0023,Laptop,Lenovo,ThinkPad T14,2023-07-19,1208,Operations,Houston,Available,60,58,13359.457609485162,222.6576268247527,161.94955927352333,36,370.7283777063445,247.142167954235,1.6216216216216217,0.5067001783556075,Highly Utilized
DEV0253,Laptop,Lenovo,ThinkPad T14,2023-02-05,1057,HR,Austin,Available,52,45,13324.520552132499,256.2407798487019,149.92188995038444,28,442.7415067766619,299.9040332442194,1.4054054054054055,0.5053750786614968,Highly Utilized
DEV0202,Laptop,Apple,MacBook Air M3,2023-09-12,1486,Finance,College Station,Checked Out,60,54,13187.477330750475,219.79128884584125,168.27312181063056,32,394.6754138532304,295.14500749515787,1.6216216216216217,0.5001772759702111,Highly Utilized
DEV0084,Monitor,Dell,P2425H,2024-12-19,290,HR,Austin,Checked Out,30,30,13087.300811182005,436.2433603727335,235.33447492107234,17,682.2439865940256,451.3060465456114,0.8108108108108109,0.49637776091382524,Highly Utilized
DEV0241,Laptop,Dell,Latitude 5440,2022-07-28,1379,HR,Dallas,Available,52,50,13062.357696550545,251.19918647212586,162.4865490698636,29,424.8487532309659,281.51652682520694,1.4054054054054055,0.4954317134767248,Highly Utilized
DEV0043,Laptop,Lenovo,ThinkPad T14,2023-12-10,1189,Operations,Dallas,Checked Out,66,61,13035.12551895306,197.50190180231908,147.3133804264296,39,317.79277770850376,220.27623904413335,1.7837837837837838,0.494398846001936,Highly Utilized
DEV0141,Laptop,Dell,Latitude 5440,2024-03-12,1314,Finance,Dallas,Available,69,64,13000.092762090899,188.40714147957823,149.17522183767278,39,343.2591810203515,292.44239202979446,1.864864864864865,0.4930701165977016,Highly Utilized
DEV0212,Laptop,Apple,MacBook Air M3,2023-10-23,1357,Marketing,Dallas,Checked Out,61,55,12909.752315825623,211.6352838659938,149.6656876234175,37,337.19567853670446,240.90538325682638,1.6486486486486487,0.4896436660954866,Highly Utilized
DEV0173,Laptop,Lenovo,ThinkPad T14,2024-11-17,1167,Marketing,College Station,Maintenance,65,59,12882.226208063235,198.18809550866516,166.47486820652637,35,399.2774116279997,275.6198038361289,1.7567567567567568,0.4885996503786558,Highly Utilized
DEV0092,Laptop,Apple,MacBook Air M3,2023-01-21,1622,Research,Dallas,Available,66,62,12860.928932798724,194.86255958785947,168.3516680019675,40,324.57779039158345,256.6296594525072,1.7837837837837838,0.4877918830657557,Highly Utilized
DEV0082,Laptop,Apple,MacBook Air M3,2022-11-21,1597,Finance,Austin,Available,57,52,12856.182433743126,225.5470602411075,157.68710121473444,37,342.5254627715441,218.2772715868586,1.5405405405405406,0.4876118569008964,Highly Utilized
DEV0254,Monitor,Dell,P2425H,2025-05-26,248,Marketing,College Station,Checked Out,45,40,12795.566875858387,284.3459305746308,249.04278750525694,22,557.6065365811158,474.19086735471626,1.2162162162162162,0.48531281790626574,Highly Utilized
DEV0161,Laptop,Dell,Latitude 5440,2023-06-13,1333,HR,Houston,Available,66,62,12790.20286363467,193.79095247931318,133.05829219976363,35,377.36760563615826,303.12381858255304,1.7837837837837838,0.48510937057854414,Highly Utilized
DEV0155,Monitor,LG,27UP850,2024-04-26,467,Engineering,College Station,Available,44,43,12754.924757537521,289.8846535803982,219.62030867804972,25,519.6395297027502,389.4916214181769,1.1891891891891893,0.4837713355194875,Highly Utilized
DEV0123,Laptop,Lenovo,ThinkPad T14,2022-11-15,1324,Engineering,College Station,Checked Out,58,54,12736.698451545346,219.59824916457492,183.21801528301654,33,388.4168728228283,347.39817596473694,1.5675675675675675,0.48308004454294046,Highly Utilized
DEV0101,Laptop,Dell,Latitude 5440,2022-08-07,1474,Finance,Austin,Available,59,54,12692.400665663292,215.12543501124225,146.1393236249172,36,373.6925793389944,211.60720709791653,1.5945945945945945,0.4813999092662464,Highly Utilized
DEV0223,Laptop,Lenovo,ThinkPad T14,2025-03-28,1363,Research,Houston,Available,60,54,12660.423687960096,211.0070614660016,156.42509218862,31,416.3256936078468,226.32938390711638,1.6216216216216217,0.4801870800647091,Highly Utilized
DEV0014,Monitor,Dell,P2425H,2024-12-17,282,Research,Dallas,Available,39,37,12580.479886108049,322.57640733610384,196.72213636255336,24,534.3158806429734,352.21709973094823,1.054054054054054,0.4771549555697672,Highly Utilized
DEV0034,Monitor,Dell,P2425H,2022-08-18,281,Marketing,Houston,Available,38,38,12556.88570051406,330.4443605398437,262.0877822703342,18,711.5299328492076,742.1768012445864,1.027027027027027,0.4762600705828093,Highly Utilized
DEV0182,Laptop,Apple,MacBook Air M3,2025-01-30,1638,Marketing,Austin,Available,68,60,12536.318187985104,184.35762041154564,132.51183131549237,37,365.9127940521039,273.0583135130442,1.837837837837838,0.4754799818568004,Highly Utilized
DEV0073,Laptop,Lenovo,ThinkPad T14,2023-11-22,1122,Finance,College Station,Checked Out,60,52,12377.896580218392,206.2982763369732,168.22522129116248,33,399.2218404861075,227.75691371658058,1.6216216216216217,0.469471335453837,Highly Utilized
DEV0001,Laptop,Dell,Latitude 5440,2022-04-27,1238,HR,Dallas,Available,62,58,12373.018179382196,199.56480934487413,147.67978584110762,37,350.9726483606551,281.941269952385,1.6756756756756757,0.46928630649188,Highly Utilized
DEV0171,Laptop,Dell,Latitude 5440,2024-04-26,1090,Research,Dallas,Checked Out,61,56,12278.461093348176,201.2862474319373,192.5561702906264,40,312.3326523736434,199.99112714169013,1.6486486486486487,0.46569992643374003,Highly Utilized
DEV0095,Monitor,LG,27UP850,2022-08-18,381,HR,Houston,Checked Out,34,34,12271.937527865619,360.93933905487114,296.96511333001513,21,488.21268391405187,255.53494400501137,0.918918918918919,0.46545249933825833,Highly Utilized
DEV0162,Laptop,Apple,MacBook Air M3,2022-03-17,1637,Research,Dallas,Checked Out,58,49,12254.255760401029,211.2802717310522,160.86556698117624,32,419.474065966564,317.69648695322985,1.5675675675675675,0.46478186172782204,Highly Utilized
